NY,3,10,31,0,173,0
NV,3,10,0,0,5,0
NM,3,10,0,0,0,0
NJ,3,10,4,0,15,0
NH,3,10,0,0,4,0
NE,3,10,0,0,3,0
ND,3,10,0,0,0,0
NC,3,10,5,0,7,0
MT,3,10,0,0,0,0
MS,3,10,0,0,0,0
MO,3,10,0,0,1,0
MN,3,10,6,0,11,0
MI,3,10,156,0,528,0
ME,3,10,0,0,0,0
MD,3,10,1,0,6,0
MA,3,10,0,0,0,0
LA,3,10,0,0,1,0
KY,3,10,2,0,6,0
KS,3,10,0,0,1,0
IN,3,10,4,0,6,0
IL,3,10,12,0,19,0
ID,3,10,0,0,0,0
IA,3,10,5,0,8,0
HI,3,10,0,0,2,0
GA,3,10,5,0,17,0
FL,3,10,1,0,19,0
DE,3,10,0,0,0,0
CT,3,10,1,0,2,0
CO,3,10,3,0,12,0
CA,3,10,19,0,133,0
AZ,3,10,1,0,6,0
AR,3,10,0,0,0,0
AL,3,10,0,0,0,0
AK,3,10,0,0,0,0
WY,3,11,0,0,0,0
WV,3,11,0,0,0,0
WI,3,11,1,0,3,0
WA,3,11,134,3,622,40
VT,3,11,1,0,2,0
VA,3,11,1,0,9,0
UT,3,11,0,0,2,0
TX,3,11,8,0,21,0
TN,3,11,0,0,7,0
SD,3,11,5,0,5,0
SC,3,11,2,0,9,0
RI,3,11,0,0,5,0
PA,3,11,4,0,16,0
OR,3,11,4,0,19,0
OK,3,11,0,0,2,0
OH,3,11,1,0,4,0
NY,3,11,43,0,216,0
NV,3,11,4,0,9,0
NM,3,11,3,0,3,0
NJ,3,11,9,1,24,1
NH,3,11,0,0,4,0
NE,3,11,2,0,5,0
ND,3,11,0,0,0,0
NC,3,11,0,0,7,0
MT,3,11,0,0,0,0
MS,3,11,0,0,0,0
MO,3,11,0,0,1,0
MN,3,11,10,0,21,0
MI,3,11,199,0,727,0
ME,3,11,0,0,0,0
MD,3,11,3,0,9,0
MA,3,11,0,0,0,0
LA,3,11,5,0,6,0
KY,3,11,2,0,8,0
KS,3,11,0,0,1,0
IN,3,11,4,0,10,0
IL,3,11,0,0,19,0
ID,3,11,0,0,0,0
IA,3,11,5,0,13,0
HI,3,11,0,0,2,0
GA,3,11,5,0,22,0
FL,3,11,9,2,28,2
DE,3,11,1,0,1,0
CT,3,11,1,0,3,0
CO,3,11,16,0,28,0
CA,3,11,24,0,157,0
AZ,3,11,3,0,9,0
AR,3,11,0,0,0,0
AL,3,11,0,0,0,0
AK,3,11,0,0,0,0
WY,3,12,1,0,1,0
WV,3,12,0,0,0,0
WI,3,12,6,0,9,0
WA,3,12,179,4,801,44
VT,3,12,0,0,2,0
VA,3,12,8,0,17,0
UT,3,12,2,0,4,0
TX,3,12,2,0,23,0
TN,3,12,11,0,18,0
SD,3,12,3,0,8,0
SC,3,12,1,0,10,0
RI,3,12,8,0,13,0
PA,3,12,6,0,22,0
OR,3,12,0,0,19,0
OK,3,12,1,0,3,0
OH,3,12,1,0,5,0
NY,3,12,0,0,216,0
NV,3,12,3,0,12,0
NM,3,12,2,0,5,0
NJ,3,12,6,0,30,1
NH,3,12,2,0,6,0
NE,3,12,5,0,10,0
ND,3,12,1,0,1,0
NC,3,12,5,0,12,0
MT,3,12,1,0,1,0
MS,3,12,1,0,1,0
MO,3,12,0,0,1,0
MN,3,12,22,0,43,0
MI,3,12,270,0,997,0
ME,3,12,1,0,1,0
MD,3,12,3,0,12,0
MA,3,12,8,0,8,0
LA,3,12,8,0,14,0
KY,3,12,0,0,8,0
KS,3,12,3,0,4,0
IN,3,12,2,0,12,0
IL,3,12,6,0,25,0
ID,3,12,0,0,0,0
IA,3,12,1,0,14,0
HI,3,12,0,0,2,0
GA,3,12,9,0,31,0
FL,3,12,4,0,32,2
DE,3,12,3,0,4,0
CT,3,12,3,0,6,0
CO,3,12,17,0,45,0
CA,3,12,45,4,202,4
AZ,3,12,0,0,9,0
AR,3,12,6,0,6,0
AL,3,12,0,0,0,0
AK,3,12,0,0,0,0
WY,3,13,0,0,1,0
WV,3,13,0,0,0,0
WI,3,13,14,0,23,0
WA,3,13,217,3,1018,47
VT,3,13,3,0,5,0
VA,3,13,13,0,30,0
UT,3,13,2,0,6,0
TX,3,13,16,0,39,0
TN,3,13,8,0,26,0
SD,3,13,1,0,9,0
SC,3,13,2,0,12,0
RI,3,13,6,0,19,0
PA,3,13,19,0,41,0
OR,3,13,11,0,30,0
OK,3,13,0,0,3,0
OH,3,13,8,0,13,0
NY,3,13,205,0,421,0
NV,3,13,10,0,22,0
NM,3,13,5,0,10,0
NJ,3,13,20,0,50,1
NH,3,13,0,0,6,0
NE,3,13,3,0,13,0
ND,3,13,0,0,1,0
NC,3,13,3,0,15,0
MT,3,13,0,0,1,0
MS,3,13,3,0,4,0
MO,3,13,1,0,2,0
MN,3,13,19,0,62,0
MI,3,13,364,0,1361,0
ME,3,13,2,0,3,0
MD,3,13,5,0,17,0
MA,3,13,15,0,23,0
LA,3,13,22,0,36,0
KY,3,13,3,0,11,0
KS,3,13,2,0,6,0
IN,3,13,0,0,12,0
IL,3,13,7,0,32,0
ID,3,13,0,0,0,0
IA,3,13,2,0,16,0
HI,3,13,0,0,2,0
GA,3,13,11,1,42,1
FL,3,13,18,0,50,2
DE,3,13,0,0,4,0
CT,3,13,0,0,6,0
CO,3,13,27,0,72,0
CA,3,13,0,0,202,4
AZ,3,13,0,0,9,0
AR,3,13,3,0,9,0
AL,3,13,1,0,1,0
AK,3,13,1,0,1,0
WY,3,14,1,0,2,0
WV,3,14,0,0,0,0
WI,3,14,0,0,23,0
WA,3,14,156,4,1174,51
VT,3,14,3,0,8,0
VA,3,14,0,0,30,0
UT,3,14,0,0,6,0
TX,3,14,12,0,51,0
TN,3,14,6,0,32,0
SD,3,14,0,0,9,0
SC,3,14,1,0,13,0
RI,3,14,0,0,19,0
PA,3,14,6,0,47,0
OR,3,14,0,0,30,0
OK,3,14,1,0,4,0
OH,3,14,0,0,13,0
NY,3,14,103,0,524,0
NV,3,14,12,0,34,0
NM,3,14,0,0,10,0
NJ,3,14,0,0,50,1
NH,3,14,1,0,7,0
NE,3,14,1,0,14,0
ND,3,14,0,0,1,0
NC,3,14,8,0,23,0
MT,3,14,4,0,5,0
MS,3,14,2,0,6,0
MO,3,14,2,0,4,0
MN,3,14,28,0,90,0
MI,3,14,367,0,1728,0
ME,3,14,0,0,3,0
MD,3,14,9,0,26,0
MA,3,14,15,0,38,0
LA,3,14,15,0,51,0
KY,3,14,3,1,14,1
KS,3,14,0,1,6,1
IN,3,14,3,0,15,0
IL,3,14,14,0,46,0
ID,3,14,2,0,2,0
IA,3,14,1,0,17,0
HI,3,14,0,0,2,0
GA,3,14,24,0,66,1
FL,3,14,27,1,77,3
DE,3,14,2,0,6,0
CT,3,14,5,0,11,0
CO,3,14,29,1,101,1
CA,3,14,50,1,252,5
AZ,3,14,3,0,12,0
AR,3,14,3,0,12,0
AL,3,14,5,0,6,0
AK,3,14,0,0,1,0
WY,3,15,1,0,3,0
WV,3,15,0,0,0,0
WI,3,15,14,0,37,0
WA,3,15,108,6,1282,57
VT,3,15,4,0,12,0
VA,3,15,15,1,45,1
UT,3,15,22,0,28,0
TX,3,15,5,0,56,0
TN,3,15,7,0,39,0
SD,3,15,0,0,9,0
SC,3,15,6,0,19,0
RI,3,15,1,0,20,0
PA,3,15,16,0,63,0
OR,3,15,6,0,36,0
OK,3,15,5,0,9,0
OH,3,15,23,0,36,0
NY,3,15,205,3,729,3
NV,3,15,11,1,45,1
NM,3,15,3,0,13,0
NJ,3,15,48,1,98,2
NH,3,15,6,0,13,0
NE,3,15,3,0,17,0
ND,3,15,0,0,1,0
NC,3,15,9,0,32,0
MT,3,15,2,0,7,0
MS,3,15,4,0,10,0
MO,3,15,1,0,5,0
MN,3,15,38,0,128,0
MI,3,15,460,0,2188,0
ME,3,15,0,0,3,0
MD,3,15,5,0,31,0
MA,3,15,26,0,64,0
LA,3,15,39,2,90,2
KY,3,15,2,0,16,1
KS,3,15,2,0,8,1
IN,3,15,4,0,19,0
IL,3,15,18,0,64,0
ID,3,15,3,0,5,0
IA,3,15,1,0,18,0
HI,3,15,0,0,2,0
GA,3,15,33,0,99,1
FL,3,15,39,1,116,4
DE,3,15,0,0,6,0
CT,3,15,9,0,20,0
CO,3,15,30,0,131,1
CA,3,15,41,0,293,5
AZ,3,15,0,0,12,0
AR,3,15,4,0,16,0
AL,3,15,6,0,12,0
AK,3,15,0,0,1,0
WY,3,16,0,0,3,0
WV,3,16,0,0,0,0
WI,3,16,19,0,56,0
WA,3,16,300,12,1582,69
VT,3,16,5,0,17,0
VA,3,16,6,0,51,1
UT,3,16,11,0,39,0
TX,3,16,1,0,57,0
TN,3,16,13,0,52,0
SD,3,16,1,0,10,0
SC,3,16,9,1,28,1
RI,3,16,2,0,22,0
PA,3,16,13,0,76,0
OR,3,16,3,0,39,0
OK,3,16,1,0,10,0
OH,3,16,14,0,50,0
NY,3,16,221,4,950,7
NV,3,16,18,0,63,1
NM,3,16,4,0,17,0
NJ,3,16,80,0,178,2
NH,3,16,0,0,13,0
NE,3,16,1,0,18,0
ND,3,16,0,0,1,0
NC,3,16,1,0,33,0
MT,3,16,0,0,7,0
MS,3,16,2,0,12,0
MO,3,16,1,0,6,0
MN,3,16,51,0,179,0
MI,3,16,707,0,2895,0
ME,3,16,14,0,17,0
MD,3,16,6,2,37,2
MA,3,16,33,0,97,0
LA,3,16,25,0,115,2
KY,3,16,5,0,21,1
KS,3,16,3,0,11,1
IN,3,16,5,1,24,1
IL,3,16,29,0,93,0
ID,3,16,0,0,5,0
IA,3,16,4,0,22,0
HI,3,16,5,0,7,0
GA,3,16,22,0,121,1
FL,3,16,25,0,141,4
DE,3,16,2,0,8,0
CT,3,16,6,0,26,0
CO,3,16,0,0,131,1
CA,3,16,42,1,335,6
AZ,3,16,6,0,18,0
AR,3,16,6,0,22,0
AL,3,16,16,0,28,0
AK,3,16,0,0,1,0
WY,3,17,7,0,10,0
WV,3,17,0,0,0,0
WI,3,17,27,0,83,0
WA,3,17,264,9,1846,78
VT,3,17,2,0,19,0
VA,3,17,16,0,67,1
UT,3,17,12,0,51,0
TX,3,17,7,1,64,1
TN,3,17,21,0,73,0
SD,3,17,1,0,11,0
SC,3,17,5,0,33,1
RI,3,17,11,0,33,0
PA,3,17,20,0,96,0
OR,3,17,8,0,47,0
OK,3,17,7,0,17,0
OH,3,17,17,0,67,0
NY,3,17,750,0,1700,7
NV,3,17,10,0,73,1
NM,3,17,6,0,23,0
NJ,3,17,89,2,267,4
NH,3,17,4,0,17,0
NE,3,17,3,0,21,0
ND,3,17,0,0,1,0
NC,3,17,7,0,40,0
MT,3,17,1,0,8,0
MS,3,17,9,0,21,0
MO,3,17,2,0,8,0
MN,3,17,67,0,246,0
MI,3,17,764,2,3659,2
ME,3,17,15,0,32,0
MD,3,17,20,2,57,0
MA,3,17,21,0,118,0
LA,3,17,22,2,137,4
KY,3,17,1,0,22,1
KS,3,17,4,0,15,1
IN,3,17,6,1,30,2
IL,3,17,66,1,159,1
ID,3,17,2,0,7,0
IA,3,17,1,0,23,0
HI,3,17,3,0,10,0
GA,3,17,25,0,146,1
FL,3,17,45,2,186,6
DE,3,17,8,0,16,0
CT,3,17,15,0,41,0
CO,3,17,29,0,160,1
CA,3,17,148,5,483,11
AZ,3,17,2,0,20,0
AR,3,17,0,0,22,0
AL,3,17,8,0,36,0
AK,3,17,2,0,3,0
WY,3,18,5,0,15,0
WV,3,18,1,0,1,0
WI,3,18,38,0,121,0
WA,3,18,289,4,2135,82
VT,3,18,2,0,21,0
VA,3,18,10,0,77,1
UT,3,18,12,0,63,0
TX,3,18,19,1,83,2
TN,3,18,25,0,98,0
SD,3,18,0,1,11,1
SC,3,18,27,0,60,1
RI,3,18,11,0,44,0
PA,3,18,37,1,133,1
OR,3,18,28,3,75,3
OK,3,18,12,0,29,0
OH,3,18,21,0,88,0
NY,3,18,682,5,2382,12
NV,3,18,5,1,78,2
NM,3,18,5,0,28,0
NJ,3,18,160,3,427,7
NH,3,18,9,0,26,0
NE,3,18,3,0,24,0
ND,3,18,5,0,6,0
NC,3,18,23,0,63,0
MT,3,18,2,0,10,0
MS,3,18,13,0,34,0
MO,3,18,5,0,13,0
MN,3,18,23,0,269,0
MI,3,18,872,3,4531,5
ME,3,18,11,0,43,0
MD,3,18,28,2,85,2
MA,3,18,38,2,156,2
LA,3,18,103,2,240,6
KY,3,18,4,0,26,1
KS,3,18,1,0,16,1
IN,3,18,9,0,39,2
IL,3,18,129,0,288,1
ID,3,18,2,0,9,0
IA,3,18,6,0,29,0
HI,3,18,4,0,14,0
GA,3,18,51,0,197,1
FL,3,18,128,1,314,7
DE,3,18,9,0,25,0
CT,3,18,27,0,68,0
CO,3,18,23,1,183,2
CA,3,18,128,2,611,13
AZ,3,18,8,0,28,0
AR,3,18,11,0,33,0
AL,3,18,10,0,46,0
AK,3,18,3,0,6,0
WY,3,19,3,0,18,0
WV,3,19,1,0,2,0
WI,3,19,53,0,174,0
WA,3,19,333,10,2468,92
VT,3,19,7,0,28,0
VA,3,19,17,1,94,2
UT,3,19,15,0,78,0
TX,3,19,60,1,143,3
TN,3,19,56,0,154,0
SD,3,19,0,0,11,1
SC,3,19,0,0,60,1
RI,3,19,17,0,61,0
PA,3,19,52,0,185,1
OR,3,19,13,0,88,3
OK,3,19,15,1,44,1
OH,3,19,31,0,119,0
NY,3,19,1770,0,4152,12
NV,3,19,23,1,101,3
NM,3,19,7,0,35,0
NJ,3,19,315,6,742,13
NH,3,19,13,0,39,0
NE,3,19,3,0,27,0
ND,3,19,9,0,15,0
NC,3,19,34,0,97,0
MT,3,19,2,0,12,0
MS,3,19,16,0,50,0
MO,3,19,11,1,24,1
MN,3,19,18,0,287,0
MI,3,19,745,5,5276,10
ME,3,19,10,0,53,0
MD,3,19,22,0,107,2
MA,3,19,73,1,229,3
LA,3,19,107,2,347,8
KY,3,19,9,0,35,1
KS,3,19,18,0,34,1
IN,3,19,17,0,56,2
IL,3,19,134,3,422,4
ID,3,19,2,0,11,0
IA,3,19,9,0,38,0
HI,3,19,2,0,16,0
GA,3,19,90,9,287,10
FL,3,19,76,1,390,8
DE,3,19,5,0,30,0
CT,3,19,28,1,96,1
CO,3,19,33,0,216,2
CA,3,19,313,5,924,18
AZ,3,19,16,0,44,0
AR,3,19,13,0,46,0
AL,3,19,22,0,68,0
AK,3,19,0,0,6,0
WY,3,20,1,0,19,0
WV,3,20,5,0,7,0
WI,3,20,61,3,235,3
WA,3,20,303,12,2771,104
VT,3,20,16,2,44,2
VA,3,20,20,0,114,2
UT,3,20,34,0,112,0
TX,3,20,51,2,194,5
TN,3,20,74,0,228,0
SD,3,20,3,0,14,1
SC,3,20,21,0,81,1
RI,3,20,13,0,74,0
PA,3,20,83,0,268,1
OR,3,20,26,0,114,3
OK,3,20,5,0,49,1
OH,3,20,50,1,169,1
NY,3,20,2950,23,7102,35
NV,3,20,8,0,109,3
NM,3,20,8,0,43,0
NJ,3,20,148,3,890,16
NH,3,20,5,0,44,0
NE,3,20,5,0,32,0
ND,3,20,5,0,20,0
NC,3,20,40,0,137,0
MT,3,20,4,0,16,0
MS,3,20,30,1,80,1
MO,3,20,23,0,47,1
MN,3,20,16,0,303,0
MI,3,20,943,3,6219,13
ME,3,20,4,0,57,0
MD,3,20,42,1,149,3
MA,3,20,85,2,314,5
LA,3,20,126,4,473,12
KY,3,20,12,0,47,1
KS,3,20,10,0,44,1
IN,3,20,23,0,79,2
IL,3,20,163,1,585,5
ID,3,20,12,0,23,0
IA,3,20,7,0,45,0
HI,3,20,10,0,26,0
GA,3,20,133,3,420,13
FL,3,20,130,2,520,10
DE,3,20,8,0,38,0
CT,3,20,98,2,194,3
CO,3,20,61,1,277,3
CA,3,20,139,2,1063,20
AZ,3,20,21,0,65,0
AR,3,20,50,0,96,0
AL,3,20,13,0,81,0
AK,3,20,6,0,12,0
WY,3,21,4,0,23,0
WV,3,21,4,0,11,0
WI,3,21,80,1,315,4
WA,3,21,194,7,2965,111
VT,3,21,8,0,52,2
VA,3,21,38,0,152,2
UT,3,21,24,0,136,0
TX,3,21,110,0,304,5
TN,3,21,143,0,371,0
SD,3,21,0,0,14,1
SC,3,21,71,0,152,1
RI,3,21,14,0,88,0
PA,3,21,103,1,371,2
OR,3,21,0,0,114,3
OK,3,21,4,0,53,1
OH,3,21,78,2,247,3
NY,3,21,3254,9,10356,44
NV,3,21,15,2,124,5
NM,3,21,14,0,57,0
NJ,3,21,437,6,1327,22
NH,3,21,11,0,55,0
NE,3,21,6,0,38,0
ND,3,21,8,0,28,0
NC,3,21,47,0,184,0
MT,3,21,4,0,20,0
MS,3,21,60,0,140,1
MO,3,21,26,2,73,3
MN,3,21,24,1,327,1
MI,3,21,804,10,7023,23
ME,3,21,16,0,73,0
MD,3,21,41,0,190,3
MA,3,21,112,2,426,7
LA,3,21,107,4,580,16
KY,3,21,7,1,54,2
KS,3,21,11,1,55,2
IN,3,21,47,2,126,4
IL,3,21,168,1,753,6
ID,3,21,8,0,31,0
IA,3,21,23,0,68,0
HI,3,21,11,0,37,0
GA,3,21,87,1,507,14
FL,3,21,138,2,658,12
DE,3,21,7,0,45,0
CT,3,21,0,1,194,4
CO,3,21,86,1,363,4
CA,3,21,216,4,1279,24
AZ,3,21,39,1,104,1
AR,3,21,22,0,118,0
AL,3,21,43,0,124,0
AK,3,21,2,0,14,0
WY,3,22,1,0,24,0
WV,3,22,1,0,12,0
WI,3,22,110,0,425,4
WA,3,22,186,15,3151,126
VT,3,22,24,0,76,2
VA,3,22,67,1,219,3
UT,3,22,45,1,181,1
TX,3,22,30,0,334,5
TN,3,22,134,0,505,0
SD,3,22,7,0,21,1
SC,3,22,43,2,195,3
RI,3,22,25,0,113,0
PA,3,22,108,0,479,2
OR,3,22,47,1,161,4
OK,3,22,14,1,67,2
OH,3,22,104,0,351,3
NY,3,22,4812,70,15168,114
NV,3,22,30,2,154,7
NM,3,22,0,0,57,0
NJ,3,22,587,7,1914,29
NH,3,22,10,0,65,0
NE,3,22,10,0,48,0
ND,3,22,0,0,28,0
NC,3,22,71,0,255,0
MT,3,22,11,0,31,0
MS,3,22,67,0,207,1
MO,3,22,17,0,90,3
MN,3,22,22,0,349,1
MI,3,22,799,13,7822,36
ME,3,22,16,0,89,0
MD,3,22,54,1,244,4
MA,3,22,121,4,547,11
LA,3,22,257,4,837,20
KY,3,22,45,1,99,3
KS,3,22,9,0,64,2
IN,3,22,75,2,201,6
IL,3,22,296,3,1049,9
ID,3,22,11,0,42,0
IA,3,22,22,0,90,0
HI,3,22,11,0,48,0
GA,3,22,93,9,600,23
FL,3,22,172,1,830,13
DE,3,22,11,0,56,0
CT,3,22,29,1,223,5
CO,3,22,112,1,475,5
CA,3,22,257,3,1536,27
AZ,3,22,48,1,152,2
AR,3,22,47,0,165,0
AL,3,22,14,0,138,0
AK,3,22,8,0,22,0
WY,3,23,2,0,26,0
WV,3,23,4,0,16,0
WI,3,23,41,1,466,5
WA,3,23,463,11,3614,137
VT,3,23,21,3,97,5
VA,3,23,35,3,254,6
UT,3,23,76,0,257,1
TX,3,23,18,3,352,8
TN,3,23,110,2,615,2
SD,3,23,7,0,28,1
SC,3,23,103,2,298,5
RI,3,23,16,0,129,0
PA,3,23,165,4,644,6
OR,3,23,30,1,191,5
OK,3,23,14,0,81,2
OH,3,23,91,3,442,6
NY,3,23,5707,0,20875,114
NV,3,23,36,1,190,8
NM,3,23,8,0,65,0
NJ,3,23,930,11,2844,40
NH,3,23,13,0,78,0
NE,3,23,2,0,50,0
ND,3,23,2,0,30,0
NC,3,23,42,0,297,0
MT,3,23,3,0,34,0
MS,3,23,42,0,249,1
MO,3,23,93,0,183,3
MN,3,23,44,0,393,1
MI,3,23,1240,21,9062,57
ME,3,23,18,0,107,0
MD,3,23,44,0,288,4
